360.025879,898.018860,19.539114,0.293134,0.000000,2.906816
346.410461,878.591736,22.969353,0.201135,0.000000,1.806815
316.288757,875.593750,25.081142,-0.066865,0.000000,3.054814
313.577393,852.994385,24.076548,0.265135,0.000000,-1.782368
313.319336,848.176392,24.308409,0.167135,0.000000,2.090816
272.755676,826.094604,24.171640,-0.084865,0.000000,2.574817
271.330750,844.649902,22.834410,0.143135,0.000000,0.540817
241.849640,869.979858,19.774145,0.117135,0.000000,2.236816
248.068130,845.758911,27.729330,-0.188865,0.000000,1.908816
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
